@relation corpus_tweets_t1 
@attribute text string 
@attribute classe {+,-,=}
@data
"Je rêve ! Certains qualifient le #nucléaire d'énergie renouvelable , à lire ici  http://t.co/hx1boPCVMJ", -
"A lire sur le Blog Ecoclicot :  Devenez incollable sur les éoliennes http://t.co/zO3Use7OgT", +
"#Ecolo : 10 idées pour faire attention à l'environnement http://t.co/b4yCnDeKY1 #ecologie #Protegeons la #nature", +
"Hervé Ozil, maire de Lagorce | Europe Ecologie Les Verts Ardèche http://t.co/nVu85xeUO9 via @eelvardeche", =
"@Grenah_ non apres un astéroïde de cette taille l écosystème met du temps a s en remettre #dieudesmethaphores", =
"Energies renouvelables: le Brésil, leader mondial en matière de création d'emplois (Etude): Le Brésil occupe la... http://t.co/HsiDqEPCRl", +
"L’#ONU prédit un « enfer climatique » d’ici 2050 #rechauffement http://t.co/pDlh0aHpt5", -
"Du positif : l'écologie au Mans lancement du conseil territorial de la transition énergétique @LeMansUneMarque http://t.co/ek7MNzZ9vi", +
"RT @PelletsEase: Godet 4x4m en entrée de ligne #pellets ease http://t.co/qCXAh5xOOv  #énergie #biomasse #agropellets #renouvelable #dinplus…", =
"La version italienne de PETITE ECOLOGIE DES ETUDES LITTERAIRES, de Jean-Marie Schaeffer (Ed.Thierry Marchaisse,... http://t.co/5J6337o5rj", =
"Energies renouvelables: le Brésil, leader mondial en matière de ... - atlasinfo.fr: Energies ren... http://t.co/Ib078tpQU8 #energie #eco", +
"La centrale hydroélectrique de Moukoukoulou et le réseau de transport Ht de la Bouenza seront révisés: CONGO... http://t.co/RCrNaMGwKL", =
"#ecologie Lanza del Vasto : non-violence rime avec décroissance http://t.co/LENhYBcj30", -
"A #Angers, on augmente les tarifs des transports en commun et on rend gratuite la 1ère de parking en centre-ville. #ToutVaBien #Ecologie", -
"Deux candidats d’Europe Écologie aux élections sénatoriales en #Ardèche http://t.co/hFdaKNbyl5 via @Ledauphine.com", =
"C’est aujourd'hui le nucléaire qui a besoin du renouvelable pour combler ses défaillances http://t.co/uETa2ANvjl", -
"Ces champignons sous-marins sont un mystère | @scoopit http://t.co/lyzqykxO8S #Biodiversité #Sciences #Océans #Ecologie #Environnement", =
"Ls Verts vont voter la confiance pr le gouvernement. Il est vrai qu'en matière d'écologie, le bilan est exceptionnel. http://t.co/2c1xOeQjHp", +
"Glennmont Partners (ex BNP Paribas) lève 500 M€ (Premium) http://t.co/FxWvbfBKv4 #ecologie GreenUnivers", =
"Petite éclaircie pour les énergies renouvelables| http://t.co/ACA6qezova: http://t.co/BiVLcuc24A", +
"Voici un site qui vous propose des fournitures écologiques pour le bien-être de vos petits et de la terre ! A... http://t.co/rxKUkzHBTg", +
"Glennmont Partners (ex BNP Paribas) lève 500 M€ (Premium): Pour son deuxième fonds dédié aux énergies vertes, ... http://t.co/5yBqsHWYoR", +
"Des pneus recyclés pour produire... des batteries lithium-ion #recyclage #écologique http://t.co/BH3VoB3wMI", +
"C'est donc ça le réchauffement climatique 2/2.", =
"#Leclanché et @epfl innovent pour stocker l'énergie solaire | @scoopit http://t.co/7Qafz3pSct", +
"Pénurie d'électricité cet hiver: le gouvernement présente son plan d'urgence - RTBF Belgique | @scoopit http://t.co/OcGj0ma34w", -
"@journaliste, @eelv Et si on parlait des solutions du 21ième siècle !  Énergie renouvelable, partage du temps de travail, produits durables.", =
"Interxion passe au 100 % renouvelable http://t.co/yX9UQK6BHA #énergie #EnR #greenit", =
"#ecologie Au Testet, deuxième jour du déboisement, la police redouble de violence http://t.co/r7Rig6iSDo", =
"#ecologie Quand le recyclage des bouteilles en plastique nourrit les chiens errants d'Istanbul http://t.co/tidRJ8mHp0", +
"Leclanché et l'EPFL innovent pour stocker l'énergie solaire - 24heures.ch | @scoopit http://t.co/fXQrykJreZ", +
"MARTINE AUBRY, NOUVELLE CONTESTATAIRE, SUIVIE..  http://t.co/vw8Czzi4Cl", -
"Plan anti black out énergétique .. sinon il y avait aussi les idées écologistes à propos de l'énergie verte et renouvelable ... @Ecolo", =
"Nouvelle gamme de produits d'entretien ménager écologiques : ecodoo à lire sur le #blog  http://t.co/yAHjHWLkhp", =
"Récolter l ADN d un ours en marchant dans ses pas - http://t.co/82dEID7yu1 #Biodiversité #Animaux #Ecologie #Environnement #Sciences", =
"Contrepoint sur la question du réchauffement global et la conférence sur le climat qui se tiendra en France en 2015 : http://t.co/GyCYrWeWow", =
"N° de septembre d'Eglise à Lyon consacré à l'écologie chrétienne. L'édito de @ntrouiller ici : http://t.co/WuTVUzijDJ http://t.co/bQLDpprU8m", =
"#climatechange @UN Réchauffement climatique: il est grand temps d'agir http://t.co/1bPDYXDE3N via @LeHuffPost", +
"C'est la rentrée. Pour l'occasion, prenons de bonnes résolutions. Pour 1 #énergie issue du #renouvelable et - chère > http://t.co/Y7JIqixqdD", +
"Mieux manger peut aider à lutter contre le réchauffement climatique. Selon une récente étude - http://t.co/32kt9gnD7t http://t.co/vEWpnVx61f", +
"L’énergie solaire a le vent en poupe au Cameroun - Investir au Cameroun | @scoopit http://t.co/D3rl2HSoUJ", +
"La bataille pour sauver la zone humide du Testet - http://t.co/zQt32EqMLZ #Environnement #Biodiversité #NDDL #Ecologie #Tarn", +
"ANTI-GMT, PLUS QUE JAMAIS !.  http://t.co/Mt8QZnwEsW", =
"#Important #Flash Eolien :  7% de la production énergétique mondiale en 2018 @erdfofficiel:... http://t.co/CszHtojSfA #Info #Actu #Monde", =
"Etude comparative des Observatoires de l'Egalité de Genre dans l'espace francophone  http://t.co/a7y5Q5AEgT #ecologie Mediaterre", =
"Profil genre de la Tunisie  http://t.co/w6yOmSCwAJ #ecologie Mediaterre", =
"France : les femmes rares dans les positions de responsabilité  http://t.co/VvOFiHc3TI #ecologie Mediaterre", =
"Déclaration du Bénin à la Conférence internationale sur les petits États insulaires en développement  http://t.co/68LTokaEXW #ecologie ...", =
"Sciences - "Des pneus recyclés pour produire... des batteries lithium-ion" http://t.co/67AG275tuz", =
"#BTP #Durable #DD #Ecologie Salmson présente une nouvelle gamme de pompes multicellulaires,  la Nexis FIRST http://t.co/PHmumB1i7X", =
"#ecologie « La Constellation du chien », roman d'apocalypse… et écolo http://t.co/guymtQkYPf", =
"#ecologie Le grand stade de Lyon s'impose par la force… malgré la justice http://t.co/UyexcGhlBM", -
"Un premier village des alternatives s'installe en Ile-de-France- http://t.co/l7sIlmDk34 #economielocale #solidaire #ecologie", =
"Produire du méthanol à partir de gaz carbonique | http://t.co/rb1nKcXCoY via @futurasciences", +
"Accueil • Energies renouvelables • La filière renouvelable plombe les résultats d’Areva La f… http://t.co/xgkrPDbQcU via @wordpressdotcom", +
"RUPTURE DE L'ÉGALITÉ TERRITORIALE.  http://t.co/tkd3GhgR9l", =
"Les nouvelles usines d’#éoliennes offshore de #SaintNazaire s'équipent http://t.co/NFUC8RyBnn http://t.co/ubfxJm3phs", =
"Des pouillots verdâtres en Suisse! - http://t.co/QPTuXsBJpl #Biodiversité #Oiseaux #Environnement #Ecologie #Animaux #Suisse #Birds", =
"Ecosystème Recherche, le Journal est sorti de presse! http://t.co/yDRQjpMvIl", =
"#BTP #Durable #DD #Ecologie Captages d'eau : améliorer la lutte contre les pollutions diffuses http://t.co/0AGSmEkI3s", +
"L'éolien confirme sa reprise en France: Les nouveaux raccordements d'installations éoliennes sont en hausse au... http://t.co/NTE1NzjBTb", +
"Pour ceux qui ne sauraient pas où se procurer ses fournitures scolaires écologiques, voici une bonne adresse !... http://t.co/WQM6qdDSj0", +
"@similarityends sa vie. Elle a créé une sorte d'écosystème assez intéressant.", +
"@similarityends sa vie. Elle a créé une sorte d'écosystème assez intéressant.", +
"Monsanto accusé d'abus de position dominante en Argentine http://t.co/3CZqgoVDaq #Ecologie-conso-biodiversité-énergie", =
"#LGDM MDR, le monsieur qui parle d'extrême gauche et moi quand je parle des verts, je ne parle pas forcément des écologistes.", =
"@JCKohlhaas en interview @lyoncap : "En Rhône-Alpes, le divorce entre PS et Verts est possible" | @scoopit http://t.co/3OBDKrOcOE", -
"Jean-Charles Kohlhlaas, co-président du groupe écologiste à la Région Rhône-Alpes en interview. http://t.co/iVLoClgajx", =
"#Énergie solaire : Un champ de 17 300 panneaux bientôt opérationnel http://t.co/hhVnvIQKOy http://t.co/RwOmTEbD5h", +
"@Nicolasudi59 Les écologistes français soutiennent fortement Marina Silva, écologiste reconnue au #Brésil.", +
"#ecologie Au Testet : « Ils m'ont écrasé la tête sur le bitume en me disant que je n'étais qu'une merde » http://t.co/imnbOX1QNr", -
"ANGLETERRE : LE SOCIALISME POUR LES RICHES ET LE CAPITALISME POUR LES PAUVRES.  http://t.co/ozYLZ62STe", =
"Les espèces en voie de disparition me préoccupent énormément, surtout celles de mon compte en banque.", -
"@JCKohlhaas en interview dans @lyoncap : "En Rhône-Alpes, le divorce entre PS et Verts est possible" | @scoopit http://t.co/pI4QGJWtI3", -
"Énergie solaire. Un champ de 17 300 panneaux bientôt opérationnel http://t.co/wTiX76bNRE  #energie #solaire", +
"Privas | Deux candidats d’Europe Écologie aux élections sénatoriales http://t.co/cg3rB6qkP0 via @Ledauphine.com", =
"Forages à Cacouna : la Cour rejette la requête des groupes environnementalistes  http://t.co/9jj504orjO", -
""Le Progrès Egyptien" / Sud-Sinaï / Energie solaire / #Egypte http://t.co/QYh1h9qTzy", =
"INÉGALITÉS FEMMES / HOMMES : MÊME LE SYMBOLE DISPARAÎT !.  http://t.co/IH4hrpitl7", =
"Les pubs de culs sur les sites pornos c'est une espèce protégée, c'est magnifique comme concept "TROUVE LES SALOPES DE TA RÉGION BZ GRATUIT"", -
"OLLand : Etienne Tête jugé en appel ce mercredi | @scoopit http://t.co/QvZHQMcJV1", =
"Jacques-Riguidel Solaire 34 La voile Energie-terre http://t.co/wGv5GT5jtT http://t.co/9yQTbuhdYQ", =
"Sensibilisation au réchauffement climatique : un homme va passer un an, seul, sur un iceberg http://t.co/hKFeAB3eyf", =
"Solutions #Sika pour les énergies éoliennes. Page web http://t.co/drjS0gzjGw … & Brochure  http://t.co/z883UNF8BE http://t.co/qG5EFsn1HI", =
"Atelier DD, énergies renouvelables & nouvelles énergies stand Pôle emploi #68èmefoiredeChâlons @pole_emploi #poleIAR http://t.co/NarnlinPzN", =
"Entretien de Yannick Rumpala par @popupurbain sur les liens entre #imaginaires SF et politiques écologiques http://t.co/5CyZQkqkYJ #QN2015", =
"Les initiatives de surveillance de la gouvernance des industries extractive en débat à Yaoundé  http://t.co/47Gbzhw02j #ecologie Mediaterre", =
"187 pointes d'ivoire saisies à Yaoundé au Cameroun  http://t.co/7LEGSmXTC6 #ecologie Mediaterre", =
"60 tonnes de semences de riz adaptées remis aux agriculteurs camerounais  http://t.co/W7dWF2v5J9 #ecologie Mediaterre", =
"Energie & Solidarité, le rapport 2013 du GERES est en ligne  http://t.co/fzXWcSaG5J #ecologie Mediaterre", =
"Maghress/Eco> L'Agence marocaine de l'énergie solaire crée une nouvelle filiale http://t.co/gAQngbPwfN", +
"A la Guillotière, le faux chantier pour chasser les Roms enfin démonté - @Rue89Lyon | @scoopit http://t.co/07wS6kTB1U", =
"@YoannRatcliffe T'inquiète pas Aquaman prépare le réchauffement climatique !", +
"Paris et les Parisiens seront au rendez de la #COP21 et se mobiliseront contre le réchauffement climatique. http://t.co/bTvju0Wy2l", +
"La nouvelle vague des biocarburants arrive http://t.co/zpyVUgJarp #BioCarburant #BioEnergie", =
"#BTP #Durable #DD #Ecologie Catalogue Eco Artisan RGE, toutes les solutions Knauf et Knauf Insulation pour des r... http://t.co/j0n7anxwbL", =
"@EELV_LRReAunis veut encadrer les loyers pour  #larochelle et sa première ceinture http://t.co/1r9DIcoho3", =
"#HauteSavoie Polémique autour de l'abattage massif des bouquetins de Haute ... - Le Monde (Blog) http://t.co/lk2bZvKllC", -
"#Inde : Chasse au trésor après la distribution de billets par un singe | http://t.co/IG7mElcKs1 #Insolite #Animaux #Biodiversité #Ecologie", =
"RT @LeDL26et07: Deux candidats d’Europe Écologie aux élections sénatoriales en #Ardèche http://t.co/WCFVtQqXFz via @Ledauphine.com", =
"Des pneus recyclés pour produire... des batteries lithium-ion #recyclage http://t.co/g3BZdQlhAj via @feedly", =
"Leclanché et l'EPFL testent un nouveau système de #stockage d'énergie #solaire | @scoopit via @Zehub http://t.co/7r9kvV8ghy", =
"Pas dans les experts, dans les journaux de 8 et 9h !  RT @SO_LaRochelle: Loyers #EELVla rochelle http://t.co/MEkjxQsSzZ", =
"Un dispositif expérimental de stockage... http://t.co/mMmzFuynR9 #EnR #EfficacitéEnergétique #Stockage #Energie... #Solaire #Photovoltaïque", =
"Un dispositif expérimental de stockage d'énergie de la taille d'un container maritime raccordé au Parc solaire... http://t.co/Id6clgSBvq", =
"Des panneaux #solaires dans des écrans et des vitres ! - Techniques de l'Ingénieur | @scoopit via @Zehub http://t.co/iX87c6TEqH", =
"Polémique autour de l’abattage massif des bouquetins en Hte Savoie http://t.co/XUIwIMntdv 1 manif prévue samedi 6 http://t.co/O8D2nROrX2", -
"Une expérimentation de stockage d'énergie raccordé au Parc solaire Romande Energie – EPFL http://t.co/Dy9xL9RxrR http://t.co/pSBUzXGZ6e", =
"Polémique autour de l’abattage massif des bouquetins de Haute-Savoie : http://t.co/KAPbkj2gX6 Le Monde", -
"Un dispositif expérimental de stockage d'énergie raccordé au Parc solaire Romande Energie – EPFL http://t.co/ZoRhIEgBI0.", =
"J'ai passer ma 6e annee a avoir peur de la couche d'ozone et des pluies acides vous m'excuserez si jme calice du rechauffement planetaire", -
"#economie Les inquiétudes de l’Agence Internationale de l’Energie sur la croissance des énergies vertes http://t.co/wAESwxsBCT", -
"Le MIT recycle les vieilles batteries pour créer des panneaux solaires: Rien ne se perd même nos vieilles batt... http://t.co/poGJCR5zOZ", +
"Elles font fureur...  Leur toucher doux, leur couvercle cristal, leur respect d'environnement! http://t.co/O9aM6fKIe6", -
"UTEI œuvre à la construction d’une ville durable http://t.co/2WDsZkcWA1 #écologie", +
""Plusieurs députés socialistes et écologistes participeront à des débats lors de la fête de l'huma" @AndreChassaigne", =
"J'en suis sur ca c'est le changement climatique qui m'a fait ca", =
"06/09 Taller d'aprofitament d'aliments i dinar solidari recuperat. Gratuït! http://t.co/tBRKNX157S #FMstaeugènia14 #joaprofito", =
"RT @Zehub: 1 homme va passer 1 an,seul sur 1 iceberg pour sensibiliser le grand public au réchauffement climatique ►►http://t.co/Ry1QYUFGLo", +
"Un premier village des alternatives écologiques et sociales s’installe en Ile-de-France #Alternaniba http://t.co/J0POuovzGB via@Bastamag", =
"Polémique autour de l’abattage massif de bouquetins en Haute-Savoie | Le Monde | http://t.co/FdLLSUN0wT #Biodiversité #Animaux #Ecologie", -
"RT @Agnesleglise: RT @lemondefr: Polémique autour de l’abattage massif des bouquetins de Haute-Savoie http://t... http://t.co/oZIQ8WPLJM", -
"Congo: le barrage de Moukoukoulou et le réseau ht révisés. http://t.co/CZ2Ia1rodr", =
"Les inquiétudes de l’Agence Internationale de l’Energie sur la croissance des énergies vertes: Dans son rappor... http://t.co/nOgn1O9vTA", -
"En Haute-Savoie, pays du Reblochon, l'abattage massif de #bouquetins fait polémique http://t.co/PfiqbKxOUK http://t.co/pcZi864cbn", -
"Réchauffement climatique en chiffres :http://t.co/v9dzbh1Yi6", =
"Oublié le tps où Le Drian écrivait au ministre de la défense se plaigant de l’armée empêchant dvpt de l’éolien en Bzh http://t.co/JTlx2ngbe4", -
"Appel d’offre étude « Pertinence, exigences et alternatives de l’accès à l’énergie... http://t.co/vUGrUFV7gS #ActualitéEconomique", =
"Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutter contre la brucellos... http://t.co/BzNURocoEU #lemonde", -
"[Le Monde] Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutter contre l... http://t.co/sODQO5a5QX #Newsekt", -
"Appui du Fonds des énergies durables pour l'Afrique (SEFA) : centrale solaire de 20 MW au Burkina Faso - Médiaterre http://t.co/wJOwTgJf9C", +
"Menace sur le chardonneret - http://t.co/H9jGnhLCAL #Algérie #Biodiversité #Animaux #Environnement #Chasse #Ecologie #Oiseaux", -
"La Rochelle : Europe-Ecologie les Verts veut encadrer les loyers - Sud Ouest: Sud OuestLa ... http://t.co/aKTc3Esz99 #ecologie #eco #bio", +
"Sac photo solaire Aurora + Chargeur Quartz 1800 mAh par Xtorm à découvrir  à 93,00 € !  http://t.co/vXr8uTszcK", =
"#Polémique autour de l’#abattage massif de bouquetins en #HauteSavoie : Bête décision... http://t.co/LFeBHRtAKp", =
"réchauffement climatique n’a pas qu'inconvénients:1 archipel anti-israélien pourrait  disparaître ! http://t.co/69APxJVBgo via @JSSNews", +
"@SylvainPaley Suivi de ”La cross-fertilisation d’un écosystème de marque passe par une digitalisation des touchpoints in-store”.", =
"Les #labels écologiques : Article http://t.co/RhDDr3cSyO à lire sur http://t.co/Vp2Uc1x5kG", =
"Econews-Le monde Polémique autour de l’abattage massif des bouquetins de Haute-Savoie http://t.co/xRXclA4tDf", -
"Pauv' bêêêtes RT @audreygarric Haute-Savoie, l'abattage massif de #bouquetins fait polémique http://t.co/rpy8cNIDfV http://t.co/OnrMvyOOq8", -
"sur LeMonde => Polémique autour de l’abattage massif des bouquetins de Haute-Savoie http://t.co/ak9mPDWi96", -
"[LEMONDE] Polémique autour de l’abattage massif des bouquetins de Haute-Savoie http://t.co/OArTfyWboT #actus #infos #News", -
"Ils en ont pas marre de tuer ? “@lemondefr: Polémique autour de l’abattage massif des bouquetins de Haute-Savoie http://t.co/iFib9ruvV5”", -
"06/09 Taller d'aprofitament d'aliments i dinar solidari recuperat. http://t.co/tBRKNX157S #joaprofito ac @diputaciogirona @Joventut_gi", =
"TRACE-TM Polémique autour de l’abattage massif des bouquetins de Haute-Savoie http://t.co/1490GNz4YL", -
"Petite éclaircie pour les énergies renouvelables | http://t.co/ywjg6t1aDW http://t.co/zuW0Z3VUDB", +
"#Gîtes #écologiques à vendre #LotEtGaronne #habitatgroupé #baignadenaturelle #phytoépuration http://t.co/vBTq6p5Nez http://t.co/UgutnioZ0v", =
"« les créateurs de #startup ne recherchent pas tant l’argent mais l’accès à un écosystème » @nicocelier #t4change cc @FRDigitale @numaparis", =
"Bêtise: L'abattage des bouquetins de Savoie, révélateur d'un Etat gangréné par les lobbies: http://t.co/5CGyi2he7U", =
"[Electronique] #FDSOI: "L'écosystème grenoblois est à l'origine d'une technologie mondiale"- A lire dans le n° de septembre de @PresencesMag", =
"RT @C_Najdovski: Réunion avec @anne_hidalgo comité pilotage orga du sommet mondial sur le changement climatique de Paris 2015 #COP21", =
"PHOTOTHERME est une societe specialisee dans les energies renouvelables essentiellement l energie solaire et les po http://t.co/N0DnKsLhYr", =
"#ecologie Certificats d'économies d'énergie : le programme "Feebat" validé http://t.co/uUZMZy8GiM", =
"@GG_RMC @JVPlace L'écologie c'est la protection de la nature, environnement et animaux, vous n'en parlez jamais !! c'est pas de la politique", +
"#ecologie Cerema : la composition du conseil stratégique précisée http://t.co/kR6DgoqoHr", =
"#ecologie Le dispositif d'autorisation de destruction du loup en cours d'expérimentation http://t.co/BR6Nv86iSj", -
"#ecologie Teom : précisions sur les aménagements de la part incitative pour les constructions neuves http://t.co/kNpZOURPpu", =
"Bienvenue à Panarea faisant partie de l'archipel des îles Éoliennes, au nord de la Sicile - Italie http://t.co/Agf4J5HA68", +
"#Mexique : 48 t de poissons morts retrouvés dans le lac Cajititlán ! http://t.co/sU1cThFyPt #écologie #pollution", =
"La composition du Haut Conseil des biotechnologies modifiée: Un décret, publié ce mercredi 3 septem... http://t.co/hylCMSuxZn #écologie", =
"Energies renouvelables", =
"#Climat "Plus nous attendons, plus l'addition sera élevée" il y a urgence ! L'appel de #BanKiMoon @LeHuffPost http://t.co/o2KsHtM9Nj", -
"@GG_RMC @CecileDuflot @JVPlace  les GG croient que Placé est le 1er à dire que l'écologie concerne tous les partis! Il sortent d'où les GG?!", -
"@GG_RMC @CecileDuflot @JVPlace Bien sûr que l'écologie concerne tous les partis, c'est pourquoi le parti EELV est inutile. #UMP", -
"La video de l'atelier Ellul et Charbonneau lors des Journées D'été Europe Écologie Les Verts. https://t.co/Hr5cjo0Uiw", =
"Comment les forêts nuageuses soutiennent la sécurité énergétique globale http://t.co/TeTmtd2XSa  via @ConservationOrg http://t.co/1z3L9FXMQg", +
"REBSAMEN, RÉACTIONNAIRE !.  http://t.co/nr6ytW5fQ4", =
"Séminaire national sur les SAGE les 23 et 24 septembre à Paris  http://t.co/VuAMSBFGg6 #ecologie Mediaterre", =
"#ECOLOGIE Joël de Rosnay, regards dans le retro sur le surf à Biarritz. Entretien http://t.co/xA909MJOK5 (SurfRider.eu)", =
"« les créateurs de #startup ne recherchent pas tant l’argent mais l’accès à un écosystème » @nicocelier #t4change RT @MeguellatiSoso", =
"Appel à l’action pour protéger les militants écologistes http://t.co/m2r90dyS9p http://t.co/5mYvcQVk31", =
"#Planète • La fonte des calottes polaires s’accélère: Sous l’effet du réchauffement, 500 milliards de tonnes d... http://t.co/ggYDM8gXZ6", =
"L'océan : un écosystème sous ... le 17/09/2014: Conférence proposée en partenariat avec l'Institut Méditerrané... http://t.co/kVe0cHlDyB", =
"#actu Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutter contre la brucellose, ... http://t.co/MapzJX9otX", -
"#news Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutter contre la brucellose, ... http://t.co/jkC9iYRYCW", -
".@JVPlace "Les économistes ça peut être écolo." #ecologie #legrandoraldesGG", =
"Iles Feroé : j'y étais, les militants ont fait tout leur possible | @scoopit http://t.co/5JToE7aFvk #Biodiversité #Animaux #Ecologie", =
"#chamalieres Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutter contre la bruce... http://t.co/CAg4HbuTvM", -
"#Luis_fresh Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutt... http://t.co/9TJ8JbKlys #SwaggerDominicano", -
".@JVPlace "Le rôle des écologistes n'est pas de faire chuter le gouvernement." #legrandoraldesGG", +
"Le Monde Actu - Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutter ... http://t.co/z7YHUHmG3x - Lemondefr", -
"Des pneus recyclés pour produire... des batteries lithium-ion: http://t.co/mJ2i5chkfb", +
"#EELV  #Gard La liste écologiste pour les sénatoriales a été validée hier soir à Paris", +
"Un robot agriculteur australien qui fonctionne à l'énergie solaire, surveille les récoltes 24h/24 http://t.co/45FoKtx8xz", =
"Climat : «Les PEID de la COI pour un traitement différencié et spécifique» #paris2015 #Climat http://t.co/GJxxtBDaxZ http://t.co/0HYT8AYHAi", +
"LE CHÔMEUR BOUC-ÉMISSAIRE DE LA FAILLITE DE LA POLITIQUE GOUVERNEMENTALE.  http://t.co/3OuYOXR7lr", -
"#alsace L'éolien confirme sa reprise en France: Les nouveaux raccordements d'installations éoliennes sont... http://t.co/Hp2HYsvfq3 #info", +
"Sous le soleil de Tunisie : accroitre la production d’#énergie #solaire pour l’#autoconsommation et l’exportation http://t.co/rNyMJUYZuZ", +
"Accastillage et Systèmes d'énergie mobile et solaire - http://t.co/ufi2wynQOy", =
"Accastillage et Systèmes d'énergie mobile et solaire http://t.co/nCXUiSiqYt", =
"Préparer l'écosystème pour garantir l'#adoption de son #Innovation (cas de la voiture électrique) :  http://t.co/twvgz88K02", +
"créer de l'emploi http://t.co/0lKyXGcS21", +
"#Écologie#Yves Marie Abraham "Décolonisons notre imaginaire!": http://t.co/LfmRda6E7v via @YouTube", =
"Els 676 alumnes de les escoles Pau Vila i @pompeuparets van recollir el passat curs 678 litres d'oli residual de cuina per produir biodièsel", =
"L'écologiste Brigitte Ersnt quitte le conseil communal liégeois http://t.co/bb4dWnAlNy", -
"L'îlot d'ashdawai is out! http://t.co/EaDflQzZCx Stories via @Ecologie_FR", =
"Là tout n'est qu'ordre et beauté, luxe calme et volupté ... http://t.co/KTxQ0qEs3u", +
"À BRUXELLES COMME À PARIS : MAINTENIR LE PEUPLE À L'ÉCART !.  http://t.co/RyjLeDxc8M", =
"En Haute-Savoie, pays du Reblochon, l'abattage de #bouquetins fait polémique http://t.co/BDDaoLfWW8 http://t.co/GJGTWNOw6O cc @FredWaringuez", -
"Corinne Lepage #E5T - Journal des Professionnels Journal des Professionnels - Les points de presse de l'entreprise: http://t.co/8jCNCQt0Hg", =
"#ecologie Kaolack : la 39ème semaine nationale de l'alphabétisation au menu d'un CRD http://t.co/xDvXOSf3AP", =
"#ecologie Reprise de l'activité de la filière éolienne au 1er semestre 2014 : vers une relance durable pour ... http://t.co/gfhjQ1SOWz", +
"#ecologie L'éolien confirme sa reprise en France http://t.co/QjueOawo9n", +
""The Cairo Post" / Urbanisme / Energie solaire / #Egypt  Des lampadaires solaires installés à Charm el-Cheikh... http://t.co/kPCA8vWShS", =
"“@GG_RMC: .@JVPlace "Les économistes ça peut être écolo." #ecologie #legrandoraldesGG” #BLABLABLA", =
"“@GG_RMC: .@JVPlace "Les économistes ça peut être écolo." #ecologie #legrandoraldesGG” #BLABLABLA", =
"#YokelChang Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutter contre la brucel... http://t.co/ybxsUNtFKQ", -
"#OdavelyMusic Polémique autour de l’abattage massif des bouquetins de Haute-Savoie: Pour lutter contre la bruc... http://t.co/fzUHA1dbuc", -
"Au même moment, tribune de #bankimoon http://t.co/DRdh8LDGgx  @ACN_Centraliens @cedringen @theShiftPR0JECT @CentraleNantes", =
"Sophie et l’écologie pragmatique joyeuse http://t.co/QAZZU8GNcr #Vegan #GoVegan #Ecologie", +
"@GG_RMC @JVPlace @CecileDuflot clair, vous etes tout 2 de bien bonne eoliennes, vous brassez beaucoup de vent....", +
"RT @PelletsEase: Valorisation de #déchets de #bois en #pellets auprès d'un élagueur http://t.co/Qk6AvEau06 #énergie #verte #renouvelable #g…", +
"Italie : Renzi n'est pas pressé de privatiser l'Eni et l'Enel http://t.co/MVH1cw1NgU #ecologie", =
"Le réchauffement climatique] est irréversible et la population mondiale continue d'augmenter, il faut que l'on... http://t.co/yfCUyiudlT", -
"Changement climatique : faire des Etats insulaires des modèles de développement durable : http://t.co/CICCFhmdv1 via @Actuenviro | #DD", =
"Pendant ce temps la... abattage systématique des bouquetins en Haute-Savoie. http://t.co/IKg1LsfrRl", =
"#ecologie Polémique autour de l'abattage massif de bouquetins en Haute-Savoie http://t.co/Q9le3QuYj0", -
"#ecologie La Rochelle : Europe-Ecologie les Verts veut encadrer les loyers http://t.co/WtKdSdcp0s", +
"Ecologie & décroissance est sorti de presse! http://t.co/9qufpde1mE", -
"Énergie solaire. Un champ de 17 300 panneaux bientôt opérationnel: http://t.co/aTbzsEdY6E", +
"Région PACA : le nouvel écosystème de l'export en ordre de marche http://t.co/JKG1C7meOd", =
"Grands travaux au ministère de l'écologie. On refait la cour de Mme @Royal #hoteldeRoquelaure http://t.co/mf4q3pqM7J", +
"#Dechets Verts et #toxiques comment s'en débarrasser à #toussus http://t.co/DbgCsQLf7Z", =
"@CosterDe @EstherBenbassa + de 10 ans à se battre pour faire gagner la gauche ! DSL mais je crois plus en la gauche je crois en l'écologie !", +
"#Offre spéciale sur la #peinture #Auro : pour un pot de 10L acheté, 1 colorant offert ! http://t.co/ByKLFL9PmY", =
"#Offre spéciale sur la #peinture #Auro : pour un pot de 10L acheté, 1 colorant offert ! http://t.co/ByKLFL9PmY", =
"#BanKimoon vient tout juste de publier une tribune sur  #TheHuffingtonPost  alertant sur le réchauffement climatique   #ONU", -
"Un rapport officiel met en pièces la « révolution de l'hydrogène » http://t.co/XFZCMRszxz lexpansion #environnement", =
"En Haute-Savoie, la préfecture fait exterminer les bouquetins - http://t.co/yIB9tT7hHR", -
