@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"forages a cacouna : cour rejette requegroupes environnementalistes  <url>", -
"progreegyptien / sud-sina√Ø / energie solaire / #egypte <url>", =
"in√âgalit√âfemmes / hommes : äsymbole dispara√é!.  <url>", =
"pubs culs sites pornos espeprote© magnifique concept trouve salopes âgion bz gratuit", -
"olland : etienne ™juge appel mercredi | <utilisateur> <url>", =
"jacques-riguidel solaire 34 voile energie-terre <url> <url>", =
"sensibilisation ©chauffement climatique : homme passer an, seul, iceberg <url>", =
"solutions #sika energies eoliennes. page web <url> ‚Ä¶ & brochure  <url> <url>", =
"atelier dd, energies renouvelables & nouvelles energies stand ¥emploi #68emefoiredechalons <utilisateur> #poleiar <url>", =
"entretien yannick rumpala <utilisateur> liens #imaginaires sf politiques ecologiques <url> #qn2015", =
"initiatives surveillance gouvernance industries extractive ©bat a yaounde  <url> #ecologie mediaterre", =
"187 pointes ivoire saisies a yaounde cameroun  <url> #ecologie mediaterre", =
"60 tonnes semences riz adapteremis agriculteurs camerounais  <url> #ecologie mediaterre", =
"energie & solidarite, rapport 2013 geres ligne  <url> #ecologie mediaterre", =
"maghress/eco> agence marocaine energie solaire crenouvelle filiale <url>", +
"guillotiere, faux chantier chasser roms ©monte - <utilisateur> | <utilisateur> <url>", =
"<utilisateur> inquieaquaman prepare ©chauffement climatique !", +
"paris parisiens rendez #cop21 mobiliseront ©chauffement climatique. <url>", +
"nouvelle vague biocarburants arrive <url> #biocarburant #bioenergie", =
"#btp #durable #dd #ecologie catalogue eco artisan rge, solutions knauf knauf insulation .. <url>", =
"<utilisateur> encadrer loyers  #larochelle premiere ceinture <url>", =
"#hautesavoie polemique abattage massif bouquetins haute ... - monde (blog) <url>", -
"#inde : chasse tresor ®distribution billets singe | <url> #insolite #animaux #biodiversite #ecologie", =
"rt <utilisateur>: candidats Äôeurope √âcologie elections ©natoriales #ardeche <url> <utilisateur>.com", =
"pneus recycleproduire... batteries lithium-ion #recyclage <url> <utilisateur>", =
"leclanche epfl testent nouveau syste#stockage energie #solaire | <utilisateur> <utilisateur> <url>", =
"experts, journaux <duree> !  rt <utilisateur>: loyers #eelvla rochelle <url>", =
"dispositif experimental stockage... <url> #enr #efficaciteenergetique #stockage #energie... #solaire #photovolta√Øque", =
"dispositif experimental stockage energie taille container maritime raccorde parc solaire... <url>", =
"panneaux #solaires ecrans vitres ! - techniques ingenieur | <utilisateur> <utilisateur> <url>", =
"polemique Äôabattage massif bouquetins hte savoie <url> 1 manif prevue samedi 6 <url>", -
"experimentation stockage energie raccorde parc solaire romande energie ‚Äì epfl <url> <url>", =
"polemique Äôabattage massif bouquetins haute-savoie : <url> monde", -
"dispositif experimental stockage energie raccorde parc solaire romande energie ‚Äì epfl <url>", =
"passer 6e annee peur couche ozone pluies acides excuserez jme calice rechauffement planetaire", -
"#economie inquietudes Äôagence internationale Äôenergie croissance energies¬†vertes <url>", -
"mit recycle vieilles batteries creer panneaux solaires: perd ™vieilles batt... <url>", +
"font fureur...  toucher doux, couvercle cristal, respect environnement! <url>", -
"utei ≈ìuvre a construction Äôville durable <url> #ecologie", +
"©putesocialistes ecologistes participeront a ©bats ™huma <utilisateur>", =
"changement climatique ca", =
"06/09 taller aprofitament aliments dinar solidari recuperat. gratu√Ø <url> #fmstaeugenia14 #joaprofito", =
"rt <utilisateur>: 1 homme passer 1 an,seul 1 iceberg sensibiliser grand public ©chauffement climatique ‚ñ∫‚ñ∫<url>", +
"premier village alternatives ecologiques sociales Äôinstalle ile-france #alternaniba <url> bastamag", =
"polemique Äôabattage massif bouquetins haute-savoie | monde | <url> #biodiversite #animaux #ecologie", -
"rt <utilisateur>: rt <utilisateur>: polemique Äôabattage massif bouquetins haute-savoie <url> <url>", -
"congo: barrage moukoukoulou ©seau ht ©vise <url>", =
"inquietudes Äôagence internationale Äôenergie croissance energies¬†vertes: rappor... <url>", -
"haute-savoie, pays reblochon, abattage massif #bouquetins polemique <url> <url>", -
"©chauffement climatique chiffres :<url>", =
"oublie tps π drian ecrivait ministre ©fense plaigant Äôarmeempechant dvpt Äôeolien bzh <url>", -
"appel Äôoffre etude ¬´ pertinence, exigences alternatives Äôaccea Äôenergie... <url> #actualiteeconomique", =
"polemique Äôabattage massif bouquetins haute-savoie: lutter brucellos... <url> #lemonde", -
"[monde] polemique Äôabattage massif bouquetins haute-savoie: lutter .. <url> #newsekt", -
"appui fonds energies durables afrique (sefa) : centrale solaire 20 mw burkina faso - ©diaterre <url>", +
"menace chardonneret - <url> #algerie #biodiversite #animaux #environnement #chasse #ecologie #oiseaux", -
"rochelle : europe-ecologie verts encadrer loyers - sud ouest: sud ouestla ... <url> #ecologie #eco #bio", +
"sac photo solaire aurora + chargeur quartz 1800 mah xtorm a ©couvrir  a <nombre> ‚Ç¨ !  <url>", =
"#polemique Äô#abattage massif bouquetins #hautesavoie : ™©cision... <url>", =
"©chauffement climatique Äôqu'inconvenients:1 archipel anti-israelien pourrait  disparaitre ! <url> <utilisateur>", +
"<utilisateur> suivi ‚Äùcross-fertilisation Äôecosystemarque passe digitalisation touchpoints in-store‚Äù.", =
"#labels ecologiques : article <url> a lire <url>", =
"econewsmonde polemique Äôabattage massif bouquetins haute-savoie <url>", -
"pauv' ™eert <utilisateur> haute-savoie, abattage massif #bouquetins polemique <url> <url>", -
"lemonde => polemique Äôabattage massif bouquetins haute-savoie <url>", -
"[lemonde] polemique Äôabattage massif bouquetins haute-savoie <url> #actus #infos #news", -
"marre tuer ? ‚Äú<utilisateur>: polemique Äôabattage massif bouquetins haute-savoie <url>", -
"06/09 taller aprofitament aliments dinar solidari recuperat. <url> #joaprofito ac <utilisateur> <utilisateur>", =
"trace-tm polemique Äôabattage massif bouquetins haute-savoie <url>", -
"petite eclaircie energies renouvelables | <url> <url>", +
"#Æ#ecologiques a vendre #lotetgaronne #habitatgroupe #baignadenaturelle #phytoepuration <url> <url>", =
"¬´¬†createurs #startup recherchent Äôargent Äôaccea ecosyste†¬ª <utilisateur> #t4change cc <utilisateur> <utilisateur>", =
"™tise: abattage bouquetins savoie, ©©lateur etat gangre© lobbies: <url>", =
"[electronique] #fdsoi: ecosystegrenoblois a origine technologie mondiale- lire ∞ septembre <utilisateur>", =
"rt <utilisateur>: ©union <utilisateur> comite pilotage orga sommet mondial changement climatique paris 2015 #cop21", =
"phototherme societe specialisee energies renouvelables essentiellement energie solaire po <url>", =
"#ecologie certificats economies energie : programme feebat valide <url>", =
"<utilisateur> <utilisateur> ecologie protection nature, environnement animaux, parlez !! politique", +
"#ecologie cerema : composition conseil strategique precise<url>", =
"#ecologie dispositif autorisation destruction loup cours experimentation <url>", -
"#ecologie teom : precisions amenagements part incitative constructions neuves <url>", =
"bienvenue a panarea faisant partie archipel i√âoliennes, nord sicile - italie <url>", +
"#mexique : 48 poissons morts retrouvelac cajititl√°! <url> #ecologie #pollution", =
"composition conseil biotechnologies modifie ©cret, publie mercredi 3 septem... <url> #ecologie", =
"energies renouvelables", =
"#climat attendons, addition eleveurgence ! appel #bankimoon <utilisateur> <url>", -
"<utilisateur> <utilisateur> <utilisateur>  gg croient place 1er a ecologie concerne partis! sortent π gg?!", -
"<utilisateur> <utilisateur> <utilisateur> ªecologie concerne partis, parti eelv inutile. #ump", -
"video atelier ellul charbonneau journee© europe √âcologie verts. <url>", =
"forets nuageuses soutiennent ©curite energetique globale <url>  <utilisateur> <url>", +
"rebsamen, âactionnaire !.  <url>", =
"©minaire national sage <nombre> septembre a paris  <url> #ecologie mediaterre", =
"#ecologie jo√´rosnay, regards retro surf a biarritz. entretien <url> (surfrider.", =
"¬´ createurs #startup recherchent Äôargent Äôaccea ecosyste¬ª <utilisateur> #t4change rt <utilisateur>", =
"appel a Äôaction proteger militants ecologistes <url> <url>", =
"#plane‚Ä¢ fonte calottes polaires Äôacce®re: Äôeffet ©chauffement, 500¬†tonnes .. <url>", =
"ocean : ecosyste... 17/09/2014: conference proposepartenariat institut ©diterrane... <url>", =
"#actu polemique Äôabattage massif bouquetins haute-savoie: lutter brucellose, ... <url>", -
"#news polemique Äôabattage massif bouquetins haute-savoie: lutter brucellose, ... <url>", -
".<utilisateur> economistes cetre ecolo. #ecologie #legrandoraldesgg", =
"iles feroe : etais, militants possible | <utilisateur> <url> #biodiversite #animaux #ecologie", =
"#chamalieres polemique Äôabattage massif bouquetins haute-savoie: lutter bruce... <url>", -
"#luis_fresh polemique Äôabattage massif bouquetins haute-savoie: lutt... <url> #swaggerdominicano", -
".<utilisateur> ¥ecologistes chuter gouvernement. #legrandoraldesgg", +
"monde actu - polemique Äôabattage massif bouquetins haute-savoie: lutter ... <url> - lemondefr", -
"pneus recycleproduire... batteries lithium-ion: <url>", +
"#eelv  #gard liste ecologiste ©natoriales e© validesoir a paris", +
"robot agriculteur australien fonctionne a energie solaire, surveille ©coltes 24h/24 <url>", =
"climat : ¬´peid coi traitement differencie specifique¬ª #paris2015 #climat <url> <url>", +
"ch√îmeur bouc-√âmissaire faillite politique gouvernementale.  <url>", -
"#alsace eolien confirme reprise france: nouveaux raccordements installations eoliennes .. <url> #info", +
"soleil tunisie : accroitre production Äô#energie #solaire Äô#autoconsommation Äôexportation <url>", +
"accastillage systeenergie mobile solaire - <url>", =
"accastillage systeenergie mobile solaire <url>", =
"preparer ecosystegarantir #adoption #innovation (cas voiture electrique) :  <url>", +
"creer emploi <url>", +
"#√âcologie#yves marie abraham ©colonisons imaginaire!: <url> <utilisateur>", =
"els 676 alumnes escoles pau vila <utilisateur> van recollir el passat curs 678 litres oli residual cuina per produir biodiesel", =
"ecologiste brigitte ersnt quitte conseil communal liegeois <url>", -
"ilot ashdawai is out! <url> stories <utilisateur>", =
"† qu'ordre beaute, luxe calme volupte ... <url>", +
"√Ä bruxelles √Ä paris : maintenir peuple √Ä √âcart !.  <url>", =
"haute-savoie, pays reblochon, abattage #bouquetins polemique <url> <url> cc <utilisateur>", -
"corinne lepage #e5t - journal professionnels journal professionnels - points presse entreprise: <url>", =
"#ecologie kaolack : 39esemaine nationale alphabetisation menu crd <url>", =
"#ecologie reprise activite filiere eolienne 1er semestre 2014 : relance durable ... <url>", +
"#ecologie eolien confirme reprise france <url>", +
"the cairo post / urbanisme / energie solaire / #egypt  lampadaires solaires installea charm el-cheikh... <url>", =
"‚Äú<utilisateur>: .<utilisateur> economistes cetre ecolo. #ecologie #legrandoraldesgg‚Äù #blablabla", =
"‚Äú<utilisateur>: .<utilisateur> economistes cetre ecolo. #ecologie #legrandoraldesgg‚Äù #blablabla", =
"#yokelchang polemique Äôabattage massif bouquetins haute-savoie: lutter brucel... <url>", -
"#odavelymusic polemique Äôabattage massif bouquetins haute-savoie: lutter bruc... <url>", -
"™moment, tribune #bankimoon <url>  <utilisateur> <utilisateur> <utilisateur> <utilisateur>", =
"sophie Äôecologie pragmatique joyeuse <url> #vegan #govegan #ecologie", +
"<utilisateur> <utilisateur> <utilisateur> clair, etes 2 bonne eoliennes, brassez vent....", +
"rt <utilisateur>: valorisation #©chets #bois #pellets aupreelagueur <url> #energie #verte #renouvelable #Ä¶", +
"italie : renzi presse privatiser eni enel <url> #ecologie", =
"©chauffement climatique] irreversible population mondiale continue augmenter, .. <url>", -
"changement climatique : etats insulaires mode©veloppement durable : <url> <utilisateur> | #dd", =
"temps .. abattage systematique bouquetins haute-savoie. <url>", =
"#ecologie polemique abattage massif bouquetins haute-savoie <url>", -
"#ecologie rochelle : europe-ecologie verts encadrer loyers <url>", +
"ecologie & ©croissance sorti presse! <url>", -
"√ânergie solaire. champ <nombre> panneaux bientooperationnel: <url>", +
"©gion paca : nouvel ecosysteexport ordre marche <url>", =
"grands travaux ministere ecologie. refait cour mme <utilisateur> #hotelderoquelaure <url>", +
"#dechets verts #toxiques ©barrasser a #toussus <url>", =
"<utilisateur> <utilisateur> + 10 ans a battre gagner gauche ! dsl crois gauche crois ecologie !", +
"#offre speciale #peinture #auro : pot 10l achete, 1 colorant offert ! <url>", =
"#offre speciale #peinture #auro : pot 10l achete, 1 colorant offert ! <url>", =
"#bankimoon vient publier tribune  #thehuffingtonpost  alertant ©chauffement climatique   #onu", -
"rapport officiel met pie¬´ ©volution hydroge¬ª <url> lexpansion #environnement", =
"haute-savoie, prefecture exterminer bouquetins - <url>", -
"boi#35 _boia trompe_ retour e© ©chauffement climatique, risque traverse.. <url>", -
"actualite > pneus recycleproduire... batteries lithium-ion <url>", =
"leclanche epfl testent nouveau systestockage energie solaire <url>", =
"pneus recycleproduire... batteries lithium-ion <url>", =
"<utilisateur> mdrrr! raison plein coin herbe pays ecologie agriculture † bas", =
"<utilisateur> petits √âtats insulaires mode©veloppement durable : <url> #sustainablegrowth", +
"journal #ecosyste#servicesecosystemiques sorti presse! <url>", =
"fonte calottes polaires acce®re installe durablement <url> #©chauffement #climatique", =
"#quebec transcanada: cour rejette requeecologistes <url> <utilisateur> #eau", -
"rubrique #environnement : ©©rencement sites web ecologie, nature, eau, ©chets, energies renouvelables aude <url>", =
"#eoliennes bruyantes ¢hibou <url> #energie #innovation <utilisateur> <utilisateur>", +
"ecoat choisit plate-forme chimique roussillon usine <url> #ecoat #biopolymeres #chimie #ecologie", =
"#nouveaute #©co #3: energie solaire eclairage led a ©tecteur mouvement, lumie.. <url> #©corations #©cos", =
"©licitations capitaine peter hammarstedt elu environnementaliste anne2014 fondation bob brown. <url>", +
"<utilisateur> classeespevoie disparition ;)", =
"<utilisateur> preuve ©nurie ipv4 qu'fake, ©chauffement climatique ailleurs", -
"pratiques lobbies industriels #™cheprofonde, manoeuvres elus <utilisateur> ds ecologiste kiosque mois", =
"cecologie! <url>", =
"changement climatique: etats insulaires mode©veloppement durable #©chauffementclim... <utilisateur> <url>", =
"lr : salon #ecologie a #montpellier, preparation novembre <url>", =
"#ecologie gemapi guerre fosse<url>", =
"®vre? casse thermometre! ‚Äú<utilisateur>: toulouse: ecologistes demandent encadrement loyers <url>", =
"nature alerte: 03/09/2014‚Ä¶ocean: nouvelle etude wildlife conservation society ©eaires... <url>", -
"nature alerte: 03/09/2014‚Ä¶ocean: nouvelle etude wildlife conservation society ©eaires‚Ä¶ <url>", +
"[electronique] #fdsoi : itw jm chery, <utilisateur>, <utilisateur>. ©couvrir  <url>", =
"©chauffement climatique : giec sait mentir <url>", =
"salon croissance verte patronage <utilisateur> , ministre √âcologie, ©veloppement durable √ânergie", +
"#geopimed visite maison equipe#©othermie a mervilla 11 septembre a 18h <url>", =
"kyocera lance gros projet solaire flottant monde, ciel & terre (premium) <url> #ecologie greenunivers", +
"√ânergie solaire. champ <nombre> panneaux bientooperationnel - ouest-france <url> #solaire", =
"<utilisateur> <utilisateur> sait ©chauffement climatique chaud", =
"<utilisateur> <utilisateur> objectifs france : rendre nucleaire energie solaire. #hinkleypoint, ", +
"co2, principal gaz a effet serre origine anthropique <url>", =
"tribune tre<utilisateur> paris-normandie.fr : ¬´ Äôeconomie Äôecologie ¬ª #eelv <url>", +
"malgre Äôissue ©favorable requerants, Äôestiment satisfaits procedure judiciaire .. <url>", +
"fraichement postematin: itw yannick rumpala, ™imaginaires science fiction ecologie <url>", =
"reporterre - site ecologie <url>", =
"co2, principal gaz a effet serre origine anthropique | <utilisateur> <utilisateur> <url>", =
"heurs malheurs combat ecologiste mondial <url> <utilisateur>", -
"<utilisateur> <utilisateur> album/groupe/ecosyste  public.", =
"parabenes presents organisme 95% femmes enceintes#sante #prevention #ecologie #montpellier  <url>", +
"#luminaires #7: energie solaire eclairage led a ©tecteur mouvement, lumiere nuit fil, eclaira... <url>", =
"#btp #durable #dd #ecologie komatsu inaugure nouvelles chargeuses ©rie 7 <url>", +
"¬´ Äô©alise ì©guer nature ©©rations futures. animaux plantes... <url>", +
"eurodepute-europe ecologie parlement europetiennent a afficher total soutien a Äôong sea... <url>", +
"pierre-marie abadie etait patron direction ©©rale energie climat ministere ecologie 2008.", =
"rt <utilisateur>: eoliennes bruyantes... grace hibou. <url> <utilisateur> #innovation #energie", +
"<utilisateur> <utilisateur> ©chauffement climatique !", =
"<utilisateur> : ecologie, naze.", -
"energies renouvelables  <url>", =
"#ecologie ©chets btp : criteres sortie statut ©chet consultation <url>", =
"#ecologie plan action milieu marin : programmes surveillance consultation <url>", =
"#btp #durable #dd #ecologie virginie schwarz nommea direction energie dgec <url>", =
"©othermie. Äôindonesie exploiter Äôenergie volcans <url> <utilisateur> #partenaire", +
"solaire : energie chere moitie Äôhumanite  <url> <utilisateur> #partenaire", +
"[ecouter] eoliennes bruyantes ¢hibou <utilisateur>  ‚ñ∫‚ñ∫<url>", +
"nouvelle hausse raccordements eoliens photovolta√Øques france: ®anneÄôincertitude .. <url>", +
"impulser campagne &quot;boycott/âsinvestissement/sanctions&quot;..  <url>", +
"a part c ecologie politique truc bobos... benh voyons... #lt", =
"eoliennes bruyantes ¢hibou - rtl.fr <url>", +
"©veloppement durable : emirates recycle ancienne affiche sacs | <utilisateur> <url>", =
"#europe : prioritematiere energie, environnement transports <url> #environnement #ecologie #transports", =
"mettre fin mythe productivisme croissance, <utilisateur> qu'compter!!! #ecologie", -
"dt germanyingreece: 9/9 #climatdiploday: #ue changement climatique <utilisateur>... <url>", +
"congre©veloppement durable chambres commerce industrie | <utilisateur> <utilisateur> <url>", =
"<utilisateur>¬†: 'subir, anticiper Äôorganiser Ætre mot sngri <utilisateur> <url>", +
"tribune <utilisateur> ki moon ©chauffement climatique: grand temps agir <url> #climatechange", +
"ouch ! fle: panasonic met vieillissement population niveau changement climatique ©nurie alimentaire ! #panasonicifa", -
"grand temps agir tribune ban ki moon lutte ©chauffement climatique <url>", +
"intranets ecosyste- portrait usages meilleures pratiques: <url> #archiviste", =
"forum croissance verte ©veloppement durable 2014: relever implicati... | <utilisateur> <utilisateur> <url>", =
"Äôarchitecte frank gehry habille vitrines louis vuitton, vitrines connectea ecosystemarque.  <url>", +
"sam. <duree> a 22h #ecologie a fontaine (38) <utilisateur> <utilisateur> . programme : <url>", =
"cinquietrophe©©nat Äôentreprise Äôenvironnement ©veloppem... | <utilisateur> <utilisateur> <url>", =
"©sistent a Äôaccaparement terres afrique, agriculture raisonne<url> <utilisateur>", +
"tarifs gaz : gouvernement pression <url> #ecologie", =
"recycler pneus produire batterie li-ion : <url> #recyclage <utilisateur> <url>", +
"journeeuropeennes patrimoine patrimoine culturel, patrimoine naturel <nombre> septembre 2014 <url>", =
"eoliennes #enercon bruyantes ¢hibou - rtl.fr | #eolien <utilisateur> <url>", -
"programme frisbee ©invente froid <url> #carbondioxide #malnutrition #zinc", =
"polemique abattage massif bouquetins haute-savoie - <url> #googlealerts", -
"conservation territoire face changement climatique <url> #climat <utilisateur>", +
"moitie Äôhumanite, solaire Äôenergie chere, editos & analyses <url>", =
"<utilisateur> <utilisateur> cite histoire  lutte changement climatique <url>", +
"chasse ©curite |  <url> #chasse #animaux #biodiversite #environnement #ecologie #chasseurs", =
"entretien ©seaux assainissement : norme nf 14654-1 ©vise datant ©cembre 2005, .. <url> #ecologie", =
"agence protection environnement <url> #nrj(canada) #regionsoffrance", =
"phrase conne a ecologie ©zinguer loups admire corridas !!!  <utilisateur> <url>", -
"proposition ministre Äôecologie, virginie schwarz, directrice ©©rale ©©gueÄôademe .. <url>", =
"excellent article <utilisateur> objectifs ©veloppement durable <url>", +
"fao - ©veloppement durable petits etats insulaires ©veloppement, test ©cisif monde: af... <url>", =
"affaire 584 grumes wenge port matadi : mise ministere Äôenvironnement conservation .. <url>", =
"imp√ârialisme am√âricain : nourrissaient illusions √Ä propos âgociations gmt !.  <url>", =
"troph eeenat entreprise environnement eveloppement durable : <url>", =
"rt <utilisateur>: ©chauffement climatique :  grand temps agir ban ki-moon <url>", +
"mr  #lamothe „Äägolgonave: inclusion sociale ©veloppement durable <url> <utilisateur>", =
"©veloppement durable petits etats insulaires ©veloppement, test ©cisif monde <url> #unfao", =
"©veloppement durable petits etats insulaires ©veloppement, test ©cisif monde <url> #unfao", =
"mammouth espeprote©france. <utilisateur> <utilisateur>", +
"barrage #sivens : a ©pression, a Äôinte™©©ral | europe √âcologie verts <url> <utilisateur>", +
"©pit pressions ecologistes, transcanada obtient feu vert ©buter travaux exploratoires st-laurent.", +
"#important #flash ©othermie.  Äôindonesie exploiter Äôenergie volcans <utilisateur>... <url> #info #actu #monde", +
"#important #flash solaire :  energie chere moitie Äôhumanite <utilisateur>... <url> #info #actu #monde", +
"solaire :  energie chere moitie Äôhumanite <utilisateur>:  evolutions ©glementaire... <url>", +
"<utilisateur> tututuuu... 10 ans endoctrinement sortir nucleaire productif installer eoliennes improductives!", =
"#ecologie ©partition produit amendes police : instruction procerecensement <url>", =
"amateurs vegan super livre <utilisateur>  paraitre fromages (goute 1,  <url>", =
"Äôue arrefinancer centrales #hydroelectriques roumaines | <url> <utilisateur>", -
"rt <utilisateur>: chaleur, pandemies...  250000 ©®liechangement climatique <url>", -
"grave (( <utilisateur>: ©chauffement Äôonu pre©ritable ¬´enfer climatique¬ª Äô2050 <url> <url>", -
"#ecologie politique, business... appuye militants na√Øfs ! <url> #contribuables", -
"#btp #durable #dd #ecologie socotec renforce equipe direction <url>", +
"couenergie devient sujet prioritaire acquereurs.... abord informer. #capifrance. <url>", +
"©novation energetique : aides renforce1er septembre -  <url> <utilisateur>", +
"<utilisateur>: leclanche <utilisateur> innovent stocker #'energie #solaire  <url> <url>", +
"©©gation franco-allemande visite chantier passe a poissons strasbourg rhin - dreal alsace <url>", =
"blogue ©chauffement climatique: grand temps agir - ban ki-moon  <utilisateur>", +
"#oit : #cooperatives Äô©©veloppement durable #odd <url>", +
"collegue bataille  occasion rappeler reptiles prote©loi (quasiment menace) #ecologie", -
"collegue bataille  occasion rappeler reptiles prote©loi (quasiment menace) #ecologie", -
"changement climatique: ©©orologue brossent tableau apocalyptique!   <url> #climatechange", -
"nouvelle hausse raccordements eoliens photovolta√Øques france  <url> #energie #enr #environnement", +
"#sante : #oms prevoit <nombre> ©®an a partir 2030 a cause changement climatique <url> #climat", =
"gratiferia - foire gratuit - maison ecologie <url>", =
"#poulailler assemble. suivre, ¥tures. welcome #poulettes.  <url> #autonomie #bio #ecologie", =
"question pose attraper creve cause changement climatique", =
"#rse #dd analyse contexte a recherche sens #postmodern <url>", =
"#architecture projet loi transition energetique croissance verte : ©putecommission spe... <url>", =
"ban ki moon & ©chauffement climatique: grand temps agir <url>", +
"dt germanyingreece: 9/9 #climatediploday: #ue changement climatique <utilisateur>... <url>", -
"<utilisateur> ine©gante olivia. pique a disant ministre ecologie ", -
"√âcologie, ©veloppement durable √ânergie : virginie schwarz nommedirectrice Äô√ânergie a Äô√ânergie climat", +
"<utilisateur> <utilisateur> #blackout semble logik meme voir... eoliennes #matin1", =
"#dd #rse exaptation: rendre operationnel ©veloppement durable entreprise <url>", +
"ans ®tchernobyl, sangliers allemands radioactifs | <utilisateur> <utilisateur> <url>", -
"9/9 #climatediploday: #ue changement climatique <utilisateur> <utilisateur> <utilisateur> <url>", +
"energie renouvelable : aides credits impoa partir 1 septembre 2014 <url> <url>", =
"bertrand pancher, responsable ecologie a udi: portons regard critique loi #transitionenergetique <url>", -
"polemique Äôabattage massif bouquetins haute-savoie !  <url>", -
"changement climatique :  fois lac âman... volume glaces perdent, anne antarctique-ouest groenland !", =
"<utilisateur> experimenter encadrement #loyers 64 communes agglo <utilisateur> <url> <utilisateur>", +
"entrepreneuriat social #©veloppement durable  appel a projets : 4e edition prix orange Äôentrepreneur social  <url>", =
"#btp #construction : projet loi transition energetique croissance verte : ©putecomm... <url>", =
"<utilisateur>, acteur majeur transition energetique  france <utilisateur> <url>", =
"agriculture / changement climatique- rappel/appel a propositions centre technique cooperation agricole rural <url>", =
"©sinfection ecologie - ©sinfection ecologie mots Äôtendance a... <url>", =
"fonte calottes polaires Äôacce®re <url> #environnement #climat #oceans #ecologie #sciences", =
"chauffage ©othermique centre ©bergement gracefield <url> #efficacite√ânergetique #dd", =
"forages a cacouna: quebec preuve complaisance, estiment environnementalistes | <url> <url>", +
"©©prospecteurs energies renouvelables - casablanca <url>", =
"#eiffel palace a #budapest  #eclairage #laserblade #led #architecture #ecologie #environnement <url>", =
"©nurie electricite: plan urgence carte zones ©lestage - rtbf belgique | <utilisateur> <url>", -
"info: sante : <nombre> ©®an a partir 2030 a cause changement climatique <url>", =
"projet loi transition energetique croissance verte : ©putecommission speciale enfi... <url>", =
"efficacite energetique : france top 3 marche europe(premium) <url> #ecologie greenunivers", =
"intranets ecosyste‚Äì portrait usages meilleures pratiques <url>", +
"#leclanche #epfl testent nouveau syste#stockage energie solaire | <url> <utilisateur>", =
"temps agir!  <url>", =
"concurrence : 6¬∞ âpublique !.  <url>", =
"effet ©chauffement climatique, chattes deviennent blondes !", =
"sncf lance bibliothedigitale | <utilisateur> <url>", +
"#jardin #3: energie solaire eclairage led a ©tecteur mouvement, lumiere nuit fil, eclairage .. <url>", =
"virginie schwarz nommedirectrice ©©rale a energie dgec: nomination virginie .. <url> #ecologie", =
"<utilisateur> <utilisateur> <utilisateur> confondre eoliennes !", -
"travaux ecologiques nord <url> #web #seo <utilisateur>", =
"commercialisation bolide carbure.... <url> #ecologie-conso-biodiversite-energie #science-technologie-web-recherche", =
" fao : ©veloppement durable petits etats insulaires, test ©cisif monde: affr... <url>  press #onu", +
"fao : ©veloppement durable petits etats insulaires, test ©cisif monde: affronter change... <url>", +
"nations unies - fao : ©veloppement durable petits etats insulaires, test ©cisif pou... <url> -grands titres", =
"offre emploi legal counsel ¬ñ renewable energies (avocat - specialise energies renouvelables) <url>", =
"nourrir humanite. vraie problematique programme sciences 1e  <url> <url>", -
"montre seiko chronographe ssc003p1, fonctionnant a energie solaire, boitier bracelet acier. <url>", =
"creer ¢timents inscrivent ©veloppement durable, st avenir !", +
"montre seiko chronographe ssc008p2, fonctionnant a energie solaire, boitier bracelet acier <url>", =
"accueil auditeurs college hautes etudes ©veloppement durable bretagne 23/09 a #telecombretagne <url>", =
"eoliennes bruyantes ¢hibou <url> <utilisateur> #animaux #environnement #oiseaux #ecologie #biodiversite", =
"belles perspectives avenir pr energie solaire photovolta√Ø#solaire #photovoltaique <utilisateur> <url>", +
"nouveau drh commissariat a Äôenergie atomique energies alternatives <url>", =
"maud fontenoy replacer ocean centre preoccupations - challenges.fr: maud fon... <url> #ecologie #eco #bio", +
"#strasbourg baisse significative nombre endommagements ©seaux gaz travaux: diminution ... <url>", +
"<utilisateur> trouves type vend cuisse e©phant, ©sites ™gueule, espeprotege:)", -
"ecologie humaine : a reims, terrain vague transforme jardin partage <url> <url>", =
"proteger espemenace  Äôadn Äôours polaire trouve traces laisseneige <url>", +
"cour ecologie comprends  impression ke gar raconte histoire. maniere insiste dates ein", =
"conference presse ministre √âcologie, ©goleroyal, presenter calendrier actions .. <url>", =
"the #barefoot college integralement alimente energie #solaire lumiere cuisson : <url> ‚Ä¶ #foursolaire", +
"#mesures effets #changement #climatique: havane.-. autoriteinsufflent nouvelle <url>  #cuba", +
"Æner pizza accueil etudiants ©veloppement durable zone ¥tiere compagnie professeurs. <url>", =
"maud fontenoy replacer ocean centre preoccupations <url>", +
"simplification creimpo©veloppement durable : passage taux ©duction 15 (25) % a 30 %, obligation bouquet !", =
"schneider electric, acteur majeur transition energetique france: madame ©goleroyal, ministre .. <url>", +
"changement climatique ? finalement Äôsoleil‚Ä¶ (<utilisateur>) <url>", =
"intervention tic service Äôenvironnement ©veloppement durable 23/09 a <utilisateur> <url>", +
"directive nitrates¬†: france etre condamne| <utilisateur> <url>", -
"catastrophe climatique!!!! vienne changement climatique existe  (certainement... <url>", -
"vg #laval affirme qu'©marche ©veloppement durable a ville. <url>", =
"wildleaks: wikileaks a sauce ecologiste environnementale. <url> #mutations <url>", =
