@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"#partenariat @Enercoop_SCIC Nacarat s’engage en faveur des énergies renouvelables d’électricité « verte » http://t.co/tiydjjgvXb #écologie", +
"1 300 espèces d'oiseaux menacées, interview avec Luc Semal VIA @atlantico_fr : http://t.co/ULVj3mb4f0 #ornithologie #oiseaux #biodiversité", -
"on attend avec impatience la réax outrée des écologistes face au gachi environnemental.Rue89", -
"Subsides aux énergies renouvelables décapités: après l'Allemagne, au tour de l'Italie via @WSJ", -
"Le braconnage des éléphants peut-être pire qu'estimé http://t.co/651Ixt4U8c via @lp_lapresse", -
"Les analyses politiques d'#YvesCalvi dans #metro valent celle de #Nabilla sur le réchauffement climatique. #tocard", =
"Du #solaire coopératif pour l’école #énergie #renouvelable | @scoopit http://t.co/eJ5r5ZR2VV", +
"@BrandonBouillar non je crois pas. C'est celle ou il y a les éoliennes je crois", =
"Tripler les énergies renouvelables à Paris L'Arbre à vent, une nouvelle solution pour les #smartcities via @newwind", =
"Le drone d'@AclProcess en mission sur la centrale EDF hydroélectrique de Malgovert : https://t.co/uui2pUJM1T", =
"Technologie #OLED / #CrowdFunding / Eoliennes dans cette émission #FUTUREMAG > http://t.co/2FikwOMKKZ http://t.co/VqOi6YNs4y - #finpart #ENR", =
"Le principal C que le gouvernement lutte contre le réchauffement climatique en virant les chômeurs pour qu'ils ne se chauffent pas cet hiver", -
"Le livre numérique, moins propice au téléchargement illégal (Hadopi) | @scoopit via @eleonore_h http://t.co/RWGffkvEsf", +
"Mieux manger peut aussi aider à lutter contre le réchauffement climatique  http://t.co/OMpyV5xly5", +
"En attendant la sortie imminente du nouveau magazine Habitat durable et énergies renouvelables en Vendée des... http://t.co/eT7ublaqkM", =
"MT @actualitesvd: projet de Leclanché, EPFL,Romande Energie. Stocker l'énergie solaire. Cofinancé par Etat de Vaud http://t.co/FGM3QNwgy8", =
"Les énergies renouvelables, seule voie vers un système énergétique sûr, abordable & respectueux du climat pour 2030  http://t.co/8M4Csll3gx", +
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indifférence générale #ecocide http://t.co/zMv1PljGQL", -
"Forum sur l'énergie renouvelable  http://t.co/TJaw2n4b5P #ecologie Mediaterre", =
"@Lostanaod c'est avec plaisir, je pense venir à toulouse pour l'occasion, découvrir l'écosystème en Midi-Pyrénées", +
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indifférence… // http://t.co/jB3fF2MtLU", -
"VIDEO. Japon: des cellules solaires pour doper l'énergie verte - L'Express http://t.co/KFnY6tyisS", +
"Leclanché et @EPFL innovent pour stocker #'énergie #solaire du parc Romande Energie à EPFL http://t.co/l2pwGXWwsH http://t.co/qPn9aXBVs0", +
"IETF, W3C, WHATWG : un peu d'histoire pour mieux comprendre http://t.co/jp0vzQobFI", +
"Création de 5 emplois nouveaux grâce à Biogaz du Grand Auch et le soutien de @villedauch #CG32 @midipyrenees http://t.co/o7LR4phTF3", +
"Le Nigeria va prioriser les énergies renouvelables pour répondre à ses besoins énergétiques croissants http://t.co/5DLB35DUkj", +
"Bientôt des éoliennes flottantes en Méditerranée http://t.co/6dPxnnHG7d via @scoopit", =
"Forum sur l'énergie renouvelable: Le samedi 30 août 2014 se tiendra à Samoa, dans le cadre de la C... http://t.co/Ob5uaqKJCL #DevDurable", =
"Forum sur l'énergie renouvelable http://t.co/M1rgSXRmox #QCeco", =
"Trois #chercheurs_algériens spécialisés les #énergies_renouvelables en #formation au #Japon  http://t.co/G2QFViG1at", =
"Précisons qu'en France métropolitaine, environ 60% des espèces d'oiseaux sont menacées à des degrés divers. #LRTs", -
"L’énergie solaire a le vent en poupe au Cameroun - Investir au Cameroun http://t.co/nUrXlcmI6i", +
"#NouvelleCalédonie - Indépendance énergétique, l'autonomie est encore loin - http://t.co/aTfTAn0dO6 via @lncnc #Energie #NC", =
"Brésil : une anti IVG et anti mariage gay candidate - Marina Silva uen  écologiste pas humaniste...", -
"Leclanché et l'EPFL innovent pour stocker l'énergie solaire - http://t.co/zxg2wf1EzP", +
"Malgré les belles promesses écologistes, la majorité de la CEATE-E refuse de s'engager pour une #économieverte http://t.co/OrcxoITLvN", -
"RT @lemondefr A contre-courant du reste de la Suisse, Genève mise sur la géothermie http://t.co/2ypwqghjSe", =
"#Veille #Energie Revue de presse – mardi 2 septembre 2014: Rentrée verte, croissance inerte ; Gaz : Vladimir P... http://t.co/cu6SQfbRd8", =
"@cedric @titimefr @rodrigo Apple a besoin de développer un écosystème pour sa montre et donc d'une préannonce, la dispo devrait être + tard.", =
"Atelier #DeveloppementDurable & les énergies renouvelables le 3 sept. avec Pôle emploi sur la foire de Châlons #PôleIAR #Enercon #LycéeBazin", =
"#Algérie-#EnergiesRenouvelables: trois chercheurs algériens en formation au Japon http://t.co/M7uEEEnaII", =
"@JuBoyez @BatonJustine @MarineSmc Quel écologiste ce Vin Diesel, respect.. 😏", +
"@Soupa_Sewedo @Mimi_ChiChi1 Apple c'est également un pionnier en écosystème. Ce que Samsung échoue de faire depuis des années. Bref....", -
"Aegate lance son programme d’écosystème de  partenariats « Aegate Safe Medicine » (PDF) http://t.co/FUB7ZKM5W9", =
"Sous le soleil de Tunisie : accroitre la production d'énergie solaire pour l ... - Nawaat http://t.co/TctICpVpOO #solaire", +
"10 raisons pourquoi les autos en libre service sont plus écologiques que l’ #autopartage classique | http://t.co/PLEI9CXoAb", =
"Aujourd'hui on shoote notre nouveau service de location de voitures de luxe écologiques avec @_APrestige http://t.co/sK3UsxGMn7", =
"L'étudiante Khadija Houssein Abboud inscrite en Master 2 Biologie et Ecologie Marines soutiendra son projet de... http://t.co/XUqnSKpNI1", +
"Sophie Caillat: «L’écologie pourrait être une matière enseignée au collège»   http://t.co/ldv5iBQqXK", =
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indifférence... Au #Gabon, on... http://t.co/ZCLArxVWgK", -
"Quand #Poutine fermera le robinet de gaz, le nucléaire aura le vent en poupe et les éoliennes brasseront du vent.", -
"Pendant ce temps, l'aventure #europeecologie continue au Parlement européen #EELV  http://t.co/Fy4gzQQKNA", =
"Teaser du film Demain de Mélanie Laurent et Cyril… : http://t.co/Nc0zQEzDSo @ActuML @MelanieActu #mélanielaurent #cyrildion #film #écologie", =
"@SweetSalty69 espèce protégée. !-)", +
"Les meubles reviennent à la Maison de l'écologie régionale #Lille #eelv #npdc . Bientôt l'inauguration ! http://t.co/f3s6Ao1Xok", =
"#BTP #Durable #DD #Ecologie D3E : Environnement Recycling renforce la protection de ses salariés http://t.co/xSLLkPHbpY", +
"A suivre absolument, un pseudo-chat WTF avec Sophie Caillat, journaliste nombrilo-bobo-écolo > http://t.co/x5zSRCFEeV", =
"Sophie Caillat: «L'écologie pourrait être une matière enseignée au ... - 20minutes.fr: Sop... http://t.co/jKZJwMTUIi #ecologie #eco #bio", +
"Le réchauffement climatique n’a pas que des inconvénients: un archipel anti-israélien… http://t.co/IxOQ6KKfIj", +
"Deux prototypes d'éoliennes flottantes seront testés dès 2015 en Méditerranée : http://t.co/3w98Tng6mD ! #ecologie", +
"LAURENT DÉBARQUE....  http://t.co/2bXmS0UYBz", =
"Gemalto approvisionne en énergie verte des collectivités isolées sans électricité  http://t.co/edpV6G1mM7", +
"Sophie Caillat: «L'écologie pourrait être une matière enseignée au ... - 20minutes.fr: Sophie Cai... http://t.co/RYG520PlJZ #boitedenuit", =
"[Random] #ClickClean : l'ONG #Greenpeace pointe du doigt l’impact du Web sur l' #écologie http://t.co/D3gVatNpAY", =
"Le réchauffement climatique n’a pas que des inconvénients: un archipel anti-israélien pourrait... http://t.co/cmXROVE1LP", +
"#JSSnews #Tsahal #D8 Le réchauffement climatique n’a pas que des inconvénients: un archip... http://t.co/2zt2WfRm3f #Sionisme #Alya #Jew", +
"@enkimy Le soucis principal est que les sources d’énergie renouvelable ne permettent pas les rendements du nucléaire 😕", -
"@DavidVerneyre Les champs d'eoliennes raccordées à rien et bien subventionnées sont pourtant bien la trace d'une présence ;-)", =
"#ecologie Sophie Caillat: «Les vêtements sont un peu le point noir de l'écolo-fashionista» http://t.co/fnpZ7YjKSj", -
"#ecologie Sophie Caillat: «L'écologie pourrait être une matière enseignée au collège» http://t.co/v2Ll0HXpvx", =
"@thomasbannelier assez fou et assez fascinant comment la débrouille à créer cet écosystème", -
"#biodiversité 1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indifférence générale  http://t.co/ECyUUoeCaO", -
"Sophie Caillat: «L’écologie pourrait être une matière enseignée au collège» http://t.co/sbsLaz8hhT #france #french", =
"@enkimy Bien pensé, c’est pas gagné 😄 Puis la Belgique est densément peuplée… pas des masses de place pour les parc à éoliennes.", +
"(1/2) L'écosystème jeu vidéo souffre toujours de sa représentation médiatique. Antoine de Caunes s'excuse. #Twitch http://t.co/5OnQNBpgxs", -
"Habiter le #littoral Enjeux écologiques et humains contemporains : colloque @ecologhumaine #marseille 16-18oct. http://t.co/gLJxb0sqwn", =
"@enkimy Oh, le prix m’importe peu. Mais d’après ce que je lis, pour remplacer 1 reacteur, il faut 500 éoliennes. Ça fait beaucoup de surface", =
"Chantier energie solaire ouarzazate: services http://t.co/In5X045Kop", =
"Etats-Unis : c'est la fin des sacs plastiques en #Californie http://t.co/eRONZobSy4 #pollution #ecologie http://t.co/uQM7IsRKoL", =
"_Info  :'( Nous n'allons avoir bientôt plus que de belles images à montrer à nos enfants . http://t.co/8yp5lUZdsz", +
"Zoom sur des éoliennes-œuvres d’art http://t.co/ngiIFF44VN via @MonChauffage #eolienne", =
"#Ecologie : le #papefrancois lance un appel pour la protection de la nature http://t.co/mrvR1jTBfU http://t.co/iEpHeLnC7u", =
"Actualités , Appels d'Offre : Brochure sur l'Arrière Pays d'Agadir & Richesses écologiques et... http://t.co/Bijv5CZ7Cj", +
"Vertéole met au point des éoliennes qui ressemblent davantage à des œuvres d'art qu'à des dispositifs capables de... http://t.co/ZKJxpkYNGj", =
"Choisir l'écologie pour la Haute-Savoie démarre la campagne des sénatoriales.", +
"#Ecologie #Bio ► Antisèches pour une rentrée écologique: Vous avez passé des vacances e... http://t.co/t8OxLoJqEy ◄ #Equitable #Ecolo", =
"@lemondefr ... et plusieurs États-uniens vont continuer de nier l'existence-même du réchauffement de la planète...", =
"Une idée de pochtron donne naissance aux premières éoliennes citoyennes - http://t.co/7qm2FEUSDF #ecologie #DD http://t.co/kxpwurF85b", +
"Ségolène Royal Ministre de l'écologie: Annuler l’autorisation de la chasse aux Loups https://t.co/xJX4zaY4qh via @UKChange", +
"Bravo aux jeunes UDC qui ont lancé un site permettant de dénoncer les enseignants gauchistes qui osent parler du réchauffement climatique!", +
"Il a fait un peu froid la semaine passée, preuve que le réchauffement climatique est une idée d'écolo gauchiste borné!", -
"Et donc,  quand la ministre de l'écologie visite les Antilles, c'est en A340... http://t.co/SFc7qwI5wl", =
"Si tous les glaciers du monde fondent ce n'est pas à cause du réchauffement climatique. On cherche encore la raison, mais ce n'est pas ça.", =
"Je salue le courage des écologistes japonais qui luttent contra la chasse aux dauphins dans leur propre pays.", +
"#Sénatoriales: Véronique Bérégovoy candidate écologiste en Seine-Maritime #76 #eelv #rouen #dieppe #lehavre #elbeuf  http://t.co/BvX0IEuuh3", =
"Tunisie: Les énergies renouvelables pour éviter de rechuter dans l'obscurité - Businessflood http://t.co/ldR3j7AeSg", +
"#Veille Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia http://t.co/xmlqyoXo4N http://t.co/3DDvDZhPkE", =
"Vers 3D Imprimé énergie solaire et éclairage extérieur avec LUXeXeL http://t.co/ITezjy8ICF", =
"Vers 3D Imprimé énergie solaire et éclairage extérieur avec LUXeXeL - Vers 3D Imprimé énergie solaire et... http://t.co/FwjKUZUSsA", =
"Tu jettes tes déchets par terre, tu es un « cochon » ! - Terra eco http://t.co/OLC9nZVpd5 #ecologie #com", -
"@Fleur2108 Écologie S. Royal vous avez rétabli vous-mêmes, le soleil sûrement ...", =
"#énergiesrenouvelables : bien mais peut mieux faire http://t.co/gqUSqmzN8S via @sharethis", +
"Bryan Pijanowski Cet écologiste écoute les sons de la Terre #GlobalSoundscape @LesClesDeDemain http://t.co/PkytcoVx1s http://t.co/aG8BwXExLu", =
"André Siegfried déclare en 1954 que nous vivons au rythme des énergies naturelles et que nous sommes libérés... http://t.co/1DYdYPN3q5", =
"Pilo, la startup qui veut révolutionner le marché des piles écologiques = recharge par le mouvement http://t.co/OuwfjHuTXm via @bymaddyness", +
"Un dispositif de stockage de l'énergie solaire va être testé à Lausanne http://t.co/HySMpAnxDZ", =
"Le piège de l’énergie verte (via @Contrepoints) http://t.co/tfrHMMXLbG", -
"VIDÉO : Ouverture des Journées d'été des écologistes suivi de la plénière sur le thème  : La mer monte! http://t.co/24zJPaiNzl", =
"Espèces en voie de disparition: la sixième extinction massive en cours, et c'est de notre faute http://t.co/DSjPbCz4B6 via @HuffPost_CLaVie", -
"Question ou verte à Ségolène #Royal ministre de l’écolo gît  http://t.co/ewKYT94Uky #chlordecone #ecologie #martinique @RoyalSegolene #oms", =
"Les cahiers à couverture plastique :     plus chers, moins écologiques et fabriqués en Chine http://t.co/gNdiGmpPDt #RentreeScolaire", -
"Architecte De Fermes - Energies Marines Renouvelables H/f #brest #job http://t.co/hWf5VYbFCC'", =
"A Rome, la FAO organise un symposium sur l’agro-écologie les 18  et 19 septembre http://t.co/OhWJiANHC4 via @Min_Agriculture", +
"Les socialistes #GCNE apprécient le rapport sur l'agriculture, l'accent fédéral sur biodiversité, écologie. Inquiet pour l'agriculture NE", +
"UNIVERSITÉ D'ÉTÉ DE &quot;ENSEMBLE&quot; : APPEL AU RASSEMBLEMENT.  http://t.co/IEnTIM6Rx4", =
"Hier je m'émerveillais encore d'un vol d'oiseaux.Auj je lis ça http://t.co/JN53pOrSxT SIC #birds #extinction #oiseaux le monde est sale.", +
"L'#élevage intensif, grand producteur de gaz à effet de serre. http://t.co/pBrnH43n1r", +
"@SoloNiare elle est plus douce que l'écologiste j'espère ...", +
"Quand l'élégance et le design rencontrent l'écologie : l'accord parfait des Green Hotels Paris ! http://t.co/pseV0qglWQ", +
"Passer du mazout à la géothermie grâce à @Ecosystem et au programme EcoPerformance @ecominute http://t.co/fLjF36Gjf9 via @sharethis", =
"Un dispositif de stockage de l'énergie solaire va être testé à Lausanne - RTS.ch http://t.co/dM23P2dMD3 #solaire", =
"RAPPEL : CRITIQUE DE LA LOI ALUR.  http://t.co/TU9jMilQPK", -
"JPour la moitié de l’humanité, le #solaire est l’#énergie la moins chère http://t.co/v03MuCylH7", +
"Vraiment sympa ce concept d'écosystème Graphique Musical, ça devrait te plaire @GeoffreyDorne @designandhuman https://t.co/SpP8fsr76q", +
"@emmacosse plutôt que parler des chômeurs,pourriez vous, svp,vous occupez d'écologie?Qu on fait les écologistes pour l écologie depuis 50ans", -
"Dans l’Ouest américain, les stigmates d’une sécheresse historique http://t.co/4W4VmYrm6m via @lemondefr #photos #ecologie", -
"ouaahhhouuu  Gamme bionic à découvrir http://t.co/O9aM6fKIe6 http://t.co/cjkB9jFLOg", =
"L’ONU prédit un « enfer climatique » d’ici 2050 #climat #réchauffement #météo http://t.co/sR6SK9bsjD", -
"#biocarburant #agrocarburant la nouvelle génération arrive http://t.co/WxAT32xgVs (abonnés)", =
"Téléprospecteurs pour les énergies renouvelables - Casablanca http://t.co/EjMxfLrFGP", =
"Un concept d'écosystème graphique musical bien ficelé https://t.co/OuB2LpWCtw via @Wisibility #design #graphisme #musique", +
"Déchets d'ameublement professionnels : Valdelia lance un appel d'offre pour la collecte: Lundi 1er ... http://t.co/DAObuxCrnX #écologie", +
"@samoraibig Rassemblement planétaire pour l'écologie", +
"putin d'écologie avec ses voitures hybrides, on peut même plus s'axphyxier", -
"Dans toutes les grosses boîtes l'écologie ils connaissent pas, perso mon badge au lieu de juste changer la carte ils ont péter le socle", -
"Pour la protection des bélugas ... http://t.co/Sd3uBctZgj", +
"Strasbourg : 5 000 logements chauffés au gaz grâce aux eaux usées: La station d'épuration des eaux usées de St... http://t.co/LlfUejscZe", =
"Les systèmes géothermiques à boucle fermée verticale: les plus répandus au Québec", +
"Comprendre les mécanismes du réchauffement climatique http://t.co/NSiNY97X9I", =
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indifférence générale | @scoopit http://t.co/smYuj3Fkka", -
"Comment les oiseaux sont en train de disparaître dans l'indifférence générale http://t.co/sohC7T2Vtu", -
"★Exemple å suivre: Passer du mazout à la géothermie  @Ecosystem et programme EcoPerformance @ecominute http://t.co/LZwblMfgFP", =
"♫♪ Quelles sont jolies les huiles de mon pays ! http://t.co/S5Zf9Twfzt http://t.co/lhbExxyiiC", +
"Des Tuiles Qui Captent L'énergie Solaire | @scoopit http://t.co/oyrCwNWCDS", =
"Vers la production de biocarburant à partir de CO2... http://t.co/euCTDzx30y", =
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'... | @scoopit via @ecoconso_asbl http://t.co/H8TTPRk1jw", -
"Avec le #réchauffement climatique, les écosystèmes marins de l’#Arctique sont « sur la ligne de feu »     http://t.co/jdivMvFtYp", =
"En Suède, McDonalds vous offre des sandwichs en échange de vieilles canettes http://t.co/8O9JwQR3yk #écologie #smart", +
"Des écologistes parlent d’une menace pour #Rimouski http://t.co/K4TwpTd2md", -
"Des écologistes parlent d’une menace pour Rimouski http://t.co/ey1tJh0Qk3 #Rimouski #BSL #BasSaintLaurent #IDM", -
"Mardi prochain je présente l'écosystème #startup #Montréal @StartupBrekfast : Braintrust, Resources and Leadership http://t.co/X9A5YBrFs4", =
"La solution Gemalto de connectivité M2M permet d’approvisionner en énergie verte les collectivités isolées… http://t.co/m7X5ke3SFH", =
"Ecologie et Spiritualité - UP Magazine http://t.co/sjITkjIflu", =
"Ecologie et Spiritualité - UP Magazine http://t.co/sjITkjIflu", =
"Des éoliennes qui vont de l’a-vent #energie #renouvelable http://t.co/PRKeIQYrjJ @NEOPLANETE", =
"@rosesouslapluie j'avions pourtant le chant d'une cloche et d'un coq, et croisions quelques éoliennes, giratoires et hypermarchés pratiques.", =
"Economic-Analysis La solution Gemalto de connectivité M2M permet d’approvisionner en énergie verte les collect... http://t.co/03GVeXaDWw", +
"Ecologie à géométrie variable selon @slambertguyane : mercure > pas bon,  malathion > bon #HurleurToujours @GabrielServille @RoyalSegolene", -
"@simondurivage Les éoliennes", =
"@Siecledigital: [Random] #ClickClean : l'ONG #Greenpeace pointe du doigt l’impact du Web sur l' #écologie http://t.co/VWY3QC1crC", =
"Les raccordements d´installat° #éoliennes toujours en hausse au 2nd trimestre 2014 - cf. http://t.co/QlDYa5nXgc #CGDD http://t.co/AgSjQWAFIB", +
"#BTP #Durable #DD #Ecologie Bâti / Protéger les surfaces vitrées en phase de ravalement http://t.co/BqXmiU3fAM", +
"2014 : Europe pour L'AVENIR : L’écologie et le respect de la justice au niveau planétaire..", =
"RFA:Énergie via éolien/solaire:52% courant électrique à l'horizon 2030! LT Veya 29/08/14", =
"Pour la rentrée, Alcaline se recharge à l'énergie solaire de @nataliadoco ! Diffusion le 19/09.… http://t.co/2BpfmKkseC", =
"La solution Gemalto de Connectivité M2M Permet d'approvisionner en énergie verte les Collectivités isolées  http://t.co/U8AbfZ09ZU", +
"EXCLUSIF - Réchauffement climatique: La tribune de Ban Ki-moon pour @lehuffpost:  http://t.co/gF8N9CEWWB cc @CecileDuflot", =
"Bio / nature • Panneaux photovoltaïques et réchauffement climatique http://t.co/LaVn9YRblW @forumbebe", =
"La Cour supérieure juge que les travaux de TransCanada à Cacouna ne constituent pas une menace pour les bélugas http://t.co/HP92aWp4zV", +
"#Afrique #EnergieVerte: La solution @Gemalto permet d'approvisionner les collectivités isolées #électricité #Energie http://t.co/2ZmNCzLuxh", =
"#Afrique #Energie: @Gemalto transforme la vie de millions d’habitants des zones rurales d’#Afrique #EnergieVerte http://t.co/2ZmNCzLuxh", =
"Au Testet, la police stimule la croissance en coupant les arbres - @reporterre | @scoopit http://t.co/rkaVWfB6kc", +
"après le débat d'hier soir l'écologiste Marina Silva confirme qu'elle est une menace sérieuse pour la réélection de Dilma Rousseff", -
"Y'a un cours pour l'ecologie ptn ca se voit qu'on est dans une region agricole ca sert à q u e d a l l e", =
"En France, la production des éoliennes a augmenté de 19% en un an http://t.co/JBI1uyPM5E", +
"Euro 6 : les émissions de NOx des véhicules diesel devront être réduites de moitié: Depuis lundi 1e... http://t.co/8rMjtxTkDw #écologie", =
"#ecologie Gauche année zéro : une occasion unique pour les écolo http://t.co/bE9FE0TTJv", +
"#Eolien en mer : les 80 éoliennes du parc de Global Tech I installées avec succès | http://t.co/ip9NktfCBZ via @enerzine", +
"WindWaker : le mariage de l'art et de l'énergie renouvelable via @lesclesdedemain @ibm_france http://t.co/i85yzz9fg1", =
"Euh, @franceinter, @CecileDuflot a été Ministre du Logement et de l'égalité des territoires, pas de l'écologie... #journal", =
"1 300 espèces menacées : comment les oiseaux sont en train de d ... - http://t.co/tLe8xQFQeM http://t.co/XlQQj32yk8", -
"@lampiris si le reseau est instable faut faire tourner les éoliennes!...a la main si necessaire, y'a de la MO ex-ecolo! @La_Farce #blackout", -
"@RomainBurrel si ces espèces sont en danger, c'est pas à cause des Féroé... le problème vient d'ailleurs... mais d'où... ?", -
"L'armée devrait prendre conscience de l'impact de notre dépendance énergétique au lieu de s'opposer aux ENR http://t.co/ShRMotfsQo via @libe", -
"#Taiji : le massacre des #dauphins commence ! #thecove... http://t.co/mIh4ZxlscV", -
"La bibliothèque de Varennes produira autant d'énergie qu'elle en consommera http://t.co/mkAAng5xWQ http://t.co/mEBOxTGq51 #greencity", +
"À ne pas manquer! #POPineau dans l'épisode 1 sur la nationalisation de l'hydroélectricité, diffusé @canalsavoir http://t.co/BrJutTOEJq", =
"#Algerie Ecologie locale: Le mouvement associatif impliqué: La veille de la rentrée sociale est généralement r... http://t.co/oHa3Fj1VFk", +
"très bon document @ademe Carbone organique des sols : l'énergie de l'agro-écologie, une solution pour le #climat http://t.co/J1Q8KQlmxE", +
"BLOGUE Réchauffement climatique: il est grand temps d'agir - Ban ki-Moon  via @HuffPostQuebec http://t.co/pxPs5SuFtW", +
"BLOGUE Réchauffement climatique: il est grand temps d'agir - Ban ki-Moon  via @HuffPostQuebec #PendantCeTemps", +
"Il y a au moins une chose à faire, en plus de tout le reste dés aujourd'hui pour atténuer les effets à venir du réchauffement climatique.1/2", +
"Il y a au moins une chose à faire, en plus de tout le reste dés aujourd'hui pour atténuer les effets à venir du réchauffement climatique.1/2", +
"@Thomas_J21 @fragmentaire @marcpedeau @kevingrandcamp @thomasaunier y'a que les culs qu'on peut bouffer sans menacer l'écosystème ...", -
"ONU : La Conférence internationale sur les petits États insulaires en développement débute à Samoa  http://t.co/r1qBdHkyYE #ecologie Me...", =
"l'écologie de la machine", =
"Toujours plus ! : Une pétition pour chasser plus de lièvres - http://t.co/5Vem7ou5nV #Chasse #Animaux #Biodiversité #Ecologie #Environnement", =
"Ensemble, Mouvement Pour Une Alternative De Gauche, Écologiste Et Solidaire - Autres... http://t.co/AsGPXnhes6", =
"Question à @CecileDuflot: N'avez pas vous honte d'être écologiste dans le pays qui compte le plus de centrales nucléaires au monde?", =
"Les énergies renouvelables engloutissent les 30 milliards d ... - Economie Matin http://t.co/KB96uNGAo5", -
"L'impact de la #sécheresse en #California http://t.co/YqkLfJ9vvd #environnement #eau #ecologie #ChangementClimatique #West #dryness #Danger", =
"La croissance des énergies renouvelables devrait ralentir d'ici 10 ans - EurActiv France http://t.co/au159yzLKG", =
"@AlgeriaArmy bien mais on aimerait avoir notre blé en or chez nous ou investi dans une économie réelle par ex: les énergies renouvelables", +
"Honteux, dégoutant, mais pots de vin => TransCanada: la Cour rejette la requête des écologistes http://t.co/p3w0UQxfGx via @lp_affaires", -
"@IndiraAxelle @httpsrand @callednihas ahhh oue ils rigolent plus avec l'écologie", -
"Centrale au charbon du Galion: Garcin Malsa écrit à Ségolène Royal http://t.co/NGDPInAt0w #ECOLOGIE #MINISTRE #OUTREMER #TRANSITION #ENERGIE", =
"Un nouveau groupe se monte dans notre fédé : les Jeunes Écologistes La Réunion ! Par ici les infos > @JeunesEcolo974 https://t.co/HJ0GOuUqHb", =
"La solution Gemalto de connectivit é M2M permet d'approvisionner en énergie verte les coll http://t.co/I42mtwA23d", =
"A contre-courant du reste de la Suisse, Genève mise sur la géothermie http://t.co/LJFA3V65kQ #Environnement #Suisse #Ecologie #Energie", +
"petits gibiers  #Rebsamen ouvre la chasse aux chômeurs... gros gibierles patrons sont déclarés Espèce menacée.. http://t.co/IXDBTCmamv", -
"Huffington post: Réchauffement climatique: il est grand temps d'agir: Dès mon entrée en fonction, en 2007, le ... http://t.co/anqHMERx1s", +
"Un container radioactif porté disparu aux portes de l'Europe http://t.co/4d0dZa99NT #ecologie", =
"C'est pour l'écologie. 😅 #lrt", =
"@Bourdonclejm #Chasse #Animaux #Biodiversité #Ecologie #Environnement Les chasseurs deviennent de plus en plus #nuisibles #viandards", -
"« L' #éolienne : au coeur de la révolution des énergies renouvelables » | http://t.co/HRu86RUoHC via @enerzine", =
"Arrêté tarifaire éolien : nouveau recours de Vent de colère (Premium) http://t.co/h44lDOFOjS #ecologie GreenUnivers", -
"economie d'energie - energie renouvelable: FORMATION DUT GENIE ELECTRIQUE - DESS CAEE 5 ANS TECHNICIEN 15 ans... http://t.co/1J5AvZiSXn", =
"Ban Ki-moon, Secrétaire Général des Nations Unie: il est grand temps d'agir contre les changements climatiques http://t.co/f2dgFT2ApJ", +
"#BTP #Durable #DD #Ecologie La Martinique, terrain d'expérimentation des EnR http://t.co/wKlDGATY7p", =
"#BTP #Durable #DD #Ecologie Accessibilité : deux appels à candidatures encore ouverts http://t.co/FENC9X23PG", =
"Les expositions «#Ecologe», à la rencontre de la #culture et de la #nature http://t.co/1VU5YpBgy2  #Ecologie #CIV225", =
"Alexander Aylet, fondateur de @ecohackmtl parle des initiatives écologiques dans les villes http://t.co/6cell86XOb @openalex_ @mtlgazette", =
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans ... | Atlantico.fr http://t.co/9cBm1lUEI0 via @po_st", -
"Étrangement, je doute que ce soit pour financer des éoliennes et des fermes de chanvre bio.", -
"Le programme européen Frisbee réinvente le froid #DD #ecologie #environnement #technologie http://t.co/NUJSR94st7 via @actuenviro", +
"Lire notre dossier d'actu Bisphénol A: La France a interdit, depuis le 1er janvier, le bisphénol ... http://t.co/nwWnKIolwU #écologie", -
"#Climat #mardiDD #DD Septembre 2014 : vers une nouvelle gouvernance pour le réchauffement climatique - AGORA Le... http://t.co/y8TbK46C8r", +
"#DD Septembre 2014 : vers une nouvelle gouvernance pour le réchauffement climatique - AGORA Le média citoyen http://t.co/ooedai41pl", =
"Nice skype meeting with @stevebercy ! L'écosystème startup est en train de bien bouger en Martinique. A suivre.", +
"#ENVIRONNEMENT Petite éclaircie pour les énergies renouvelables | http://t.co/RVppfLBgBn http://t.co/t3A2UN6TU4", +
"#BTP #Durable #DD #Ecologie Cat lance le compacteur de déchets 826K http://t.co/n5pJ0eMO2p", +
"En réunion avec Sébastien Cartier, Maire-Adjoint en charge de l'Écologie. http://t.co/Yd7gthaGEM", =
"Pour les parisiens que ça intéresse  http://t.co/oass7zvYIZ", +
"C'EST UN DÉBUT.  http://t.co/fUTaWjaqrN", =
"Énergie:Biocarburants:nouvel eldorado pour non sens écologique Emmetsburg Iowa USA LM 02/09/14 ou fiasco annoncé face au solaire/éolien", -
"Année record pour la pêche à la baleine en Norvège: 729 cétacés ont été tués http://t.co/ImauiNfjb1", -
